title,date_company,content,date,company
"달성군, 독거노인 이불빨래 서비스 실시",2021.04.20 | 서울뉴스통신,군수 김문오)은 지난 17일 자원봉사자 10여 명과 함께 현풍읍행정복지센터에서 독거노인 이불빨래 서비스를 진행했다. 이번 서비스를 주관한 달성군자원봉사센터는 달성군...,2021.04.20,서울뉴스통신
"달성군, 독거노인 이불빨래 서비스 실시",2021.04.20 | 국제i저널,기자] 달성군은 지난 17일 자원봉사자 10여 명과 함께 현풍읍행정복지센터에서 독거노인 이불빨래 서비스를 진행했다.이번 서비스를 주관한 달성군자원봉사센터는 달성군...,2021.04.20,국제i저널
"춘천시, 독거노인 2123명 대상 지역 농산물 꾸러미 제공",2021.04.19 | 프레시안 | 다음뉴스,사업이다. 대상자는 만 65세 이상(1956년 1월 1일 이전 출생자) 기초생활수급자 독거노인으로 총 2123명이다. 이들에게 시는 총 사업비 4억 5200만원을 들여 3만원 상당의...,2021.04.19,프레시안
'디지털 돌봄 서비스'로 독거노인 살핀다,2021.04.01 | KBS | 다음뉴스,앵커] 혼자 사는 노인들은 위급 상황 시 직접 대응하기가 쉽지 않은데요. 이런 독거 노인들을 위해 사물인터넷 기술을 적용된 스마트 기기를 활용한 '디지털 돌봄 서비스'가...,2021.04.01,KBS
"김포경찰서, 민・경 합동 코로나19 소외 독거노인 가구에 침입경...",2021.04.26 | 시대일보,선제적 발굴・해소를 위해 범죄예방진단팀과 생활안전협의회 회원들이 함께 관내 독거노인을 대상으로 ‘창문 칩입 경보기’를 설치하고 생필품을 전달하였다. 이번 행사는...,2021.04.26,시대일보
"전주시, 독거노인 묵은 이불 ‘깨끗하게’빨래봉사",2021.04.20 | 세계뉴스통신,[세계뉴스통신 디지털편성부] 겨우내 칙칙한 이불을 덮고 지내야 했던 독거노인들이 자원봉사자들의 도움으로 쾌적한 봄을 날 수 있게 됐다.사단법인 전주시자원봉사센터...,2021.04.20,세계뉴스통신
"전주시, 독거노인 묵은 이불 ‘깨끗하게’빨래봉사",2021.04.20 | 미디어투데이,[미디어투데이=김광수 기자] 겨우내 칙칙한 이불을 덮고 지내야 했던 독거노인들이 자원봉사자들의 도움으로 쾌적한 봄을 날 수 있게 됐다. 사단법인 전주시자원봉사센터...,2021.04.20,미디어투데이
"전주시, 독거노인 묵은 이불 ‘깨끗하게’빨래봉사",2021.04.20 | 케이에스피뉴스,[케이에스피뉴스=양건립 기자] 겨우내 칙칙한 이불을 덮고 지내야 했던 독거노인들이 자원봉사자들의 도움으로 쾌적한 봄을 날 수 있게 됐다.사단법인 전주시자원봉사센터...,2021.04.20,케이에스피뉴스
"동양생명, 독거노인 위해 꽃화분 전달",2021.04.20 | 매일일보,[매일일보 홍석경 기자] 동양생명은 32번째 창립기념일을 맞아 지역사회 독거노인을 위해 꽃화분을 심어 전달하는 ‘화(花)를 품은 봄날’ 행사를 진행했다고 20일 밝혔다...,2021.04.20,매일일보
'디지털 돌봄 서비스'로 독거노인 살핀다,2021.03.31 | KBS | 다음뉴스,앵커] 혼자 사는 노인들은 위급 상황 시 직접 대응하기가 쉽지 않은데요. 이런 독거 노인들을 위해 사물인터넷 기술을 적용된 스마트 기기를 활용한 '디지털 돌봄 서비스'가...,2021.03.31,KBS
"속초돌버텅자원봉사회, 청호동 독거노인을 위한 자원봉사",2021.04.27 | 한국공보뉴스,기자 속초돌버텅자원봉사회(회장박종하)회원들은지난25일청호동에거주하는저소득독거노인가구에도배교체봉사를했다.고령의노인세대단독가구로기초생활보장혜택을받고있고...,2021.04.27,한국공보뉴스
소라면 복지기동대 독거노인 주거환경개선 ‘구슬땀’,2021.04.19 | 여수인터넷뉴스,독거노인 가정 도배 #8231;장판 시공 및 청소활동 펼쳐 여수시 소라면 복지기동대(기동대장 김장현)는 지난 15일 오전부터 독거노인 가정을 방문해 주거환경개선 활동을...,2021.04.19,여수인터넷뉴스
"홍천은혜회, 어버이날 맞아 독거노인가구에 효 꾸러미 전달",2021.05.07 | 서울뉴스통신,【서울뉴스통신】 김영미 기자 =홍천군 은혜회(회장 신경숙)는 어버이날을 맞아 7일 홀몸 어르신 20가구에 효(孝) 선물꾸러미를 후원했다. 생필품과 간편조리 식품 10종으로...,2021.05.07,서울뉴스통신
"대구 달성군, 독거노인 이불빨래 서비스 실시",2021.04.20 | 국제뉴스,군수 김문오)은 지난 17일 자원봉사자 10여 명과 함께 현풍읍행정복지센터에서 독거노인 이불빨래 서비스를 진행했다. 이번 서비스를 주관한 달성군자원봉사센터는 달성군...,2021.04.20,국제뉴스
"울산 중구 동백라이온스클럽, 저소득 독거노인 안부 확인",2021.04.21 | 울산뉴스투데이,지구 소속 동백라이온스클럽(회장 권승임)이 지난해부터 이어온 중앙동 지역 내 독거노인들의 안부 확인 사업의 일환으로 봄 나들이를 진행했다.중앙동 찾아가는 복지팀과...,2021.04.21,울산뉴스투데이
"시흥시 은행동, 사물인터넷으로 독거노인 안부 확인",2021.04.23 | 경기경제신문,"계획 일환으로 추진 중인 ‘오늘, 당신의 안부를 묻습니다’ 프로젝트를 진행하며 독거노인 등 고독사 고위험군 20가구에 돌봄플러그와 스위치를 설치했다. ‘돌봄플러그...",2021.04.23,경기경제신문
"독거노인생활관리사, 온양1동과 재능기부 협약",2021.04.19 | 내외뉴스통신,NBNNEWS[아산=내외뉴스통신] 강순규 기자온양1동 행정복지센터(동장 김만태)와 장정원 독거노인생활관리사가 지난 16일 지역의 저소득층을 위한 재능기부 업무협약을 체결...,2021.04.19,내외뉴스통신
"팽현숙♥최양락, 독거노인 위해 1천만원 상당 '반찬세트' 기부",2021.04.15 | 뉴스1 | 다음뉴스,"시작으로 매장에서 2만5000원에 판매되는 약 일주일 분의 식단을 앞으로 6개월간 독거노인 17명에게 전달한다. 팽현숙씨는 ""지난 2018년 12월에도 500만원 상당의 도시락을...",2021.04.15,뉴스1
"주금공, 독거 어르신 1만3000명에 카네이션 전달",16시간전 | 아주경제신문,"협회, 부산시독거노인종합지원센터를 통해 소외감, 우울감으로 어려움을 겪는 독거노인 1만3000명에게 카네이션을 전달했다.주금공 관계자는 ""가정의 달 5월을 맞아 홀로...",16시간전,아주경제신문
안양 주민자치위 독거노인 백신접종 도우미 '등판',2021.04.14 | 파이낸셜뉴스 | 다음뉴스,백신 접종이 시작된 가운데 안양시 안양8동 주민자치위원회가 거동이 불편한 독거노인 12명을 안전하게 지역예방접종센터에 모셔다 드려 지역사회에 잔잔한 감동을 낳고...,2021.04.14,파이낸셜뉴스
"독거노인생활관리사, 온양1동과 재능기부 협약",2021.04.19 | 온양신문,온양1동 행정복지센터(동장 김만태)와 장정원 독거노인생활관리사가 4월 16일 지역의 저소득층을 위한 재능기부 업무 협약을 체결했다. 이번 협약을 통해 장정원 독거노인...,2021.04.19,온양신문
"동양생명, 창립기념일 맞아 독거노인에 꽃화분 전달",2021.04.20 | 퍼블릭뉴스,퍼블릭뉴스 엄지희 기자 1004@psnews.co.kr 동양생명이 지역사회 독거노인을 위해 꽃화분을 심어 전달하는 ‘화(花)를 품은 봄날’ 행사를 진행했다.[사진=동양생명]동양...,2021.04.20,퍼블릭뉴스
"군산소방서, 군산의용소방대원들 활동 중 쓰러진 독거노인 구해",2021.04.23 | 매일일보,최성욱 기자] 군산여성의용소방대 김순자 대장 등 4명의 의용소방대원들이 쓰러진 독거노인을 구조한 소식이 전해서 주변을 훈훈하게 하고 있다. 소방서에 따르면 4월 21일...,2021.04.23,매일일보
"독거노인 묵은 이불, ‘깨끗하게’ 빨래봉사",2021.04.20 | 전민일보,전주시자원봉사센터(이사장 황의옥)가 20일 호성동에 거주하는 독거노인과 소외계층을 대상으로 봄맞이 이웃사촌빨래터 이동빨래봉사를 실시했다고 밝혔다. 이날 빨래봉사는...,2021.04.20,전민일보
"울산시중구 동백라이온스클럽, 저소득 독거노인 안부 확인",2021.04.21 | 미디어투데이,지구 소속 동백라이온스클럽(회장 권승임)이 지난해부터 이어온 중앙동 지역 내 독거노인들의 안부 확인 사업의 일환으로 봄 나들이를 진행했다. 중앙동 찾아가는 복지팀과...,2021.04.21,미디어투데이
